id,BRAND,PURPOSE,OPERATING_SYSTEM,YEAR,PROCESSOR_TYPE,AMD_MODEL,INTEL_MODEL,QUALCOMM_MODEL,GRAPHICS_NUMBER,GRAPHICS_TYPE,GRAPHICS_BRAND,NVIDIA_GRAPHICS,AMD_GRAPHICS,INTEL_GRAPHICS,DRIVE_NUMBER,DRIVE_TYPE,CAPACITY,RAM_NUMBER,RAM_TYPE,RAM_CAPACITY,SCREEN_RESOLUTION,SCREEN_CONDITION,KEYBOARD_LAYOUT,KEYBOARD_CONDITION,LAPTOP_POWER_STATUS,LAPTOP_CHARGER,LAPTOP_USB,LAN_PORT,WIFI_CONDITION,BLUETOOTH_CONDITION
1797,,,,,,,Core i5-12400,,,,,,,,,,,,,,,,,,,,,,,
1798,,,,,,,Core i5-12400F,,,,,,,,,,,,,,,,,,,,,,,
1799,,,,,,,Core i5-12400T,,,,,,,,,,,,,,,,,,,,,,,
1800,,,,,,,Core i5-12450T,,,,,,,,,,,,,,,,,,,,,,,
1801,,,,,,,Core i5-12500,,,,,,,,,,,,,,,,,,,,,,,
1802,,,,,,,Core i5-12500E,,,,,,,,,,,,,,,,,,,,,,,
1803,,,,,,,Core i5-12500H,,,,,,,,,,,,,,,,,,,,,,,
1804,,,,,,,Core i5-12500T,,,,,,,,,,,,,,,,,,,,,,,
1805,,,,,,,Core i5-12500TE,,,,,,,,,,,,,,,,,,,,,,,
1806,,,,,,,Core i5-12600,,,,,,,,,,,,,,,,,,,,,,,
1807,,,,,,,Core i5-12600H,,,,,,,,,,,,,,,,,,,,,,,
1808,,,,,,,Core i5-12600HE,,,,,,,,,,,,,,,,,,,,,,,
1809,,,,,,,Core i5-12600T,,,,,,,,,,,,,,,,,,,,,,,
1810,,,,,,,Core i5-1230U,,,,,,,,,,,,,,,,,,,,,,,
1811,,,,,,,Core i5-1235U,,,,,,,,,,,,,,,,,,,,,,,
1812,,,,,,,Core i5-1235U (with IPU),,,,,,,,,,,,,,,,,,,,,,,
1813,,,,,,,Core i5-1240P,,,,,,,,,,,,,,,,,,,,,,,
1814,,,,,,,Core i5-1240U,,,,,,,,,,,,,,,,,,,,,,,
1815,,,,,,,Core i5-1245U,,,,,,,,,,,,,,,,,,,,,,,
1816,,,,,,,Core i5-1250P,,,,,,,,,,,,,,,,,,,,,,,
1817,,,,,,,Core i5-1245UE,,,,,,,,,,,,,,,,,,,,,,,
1818,,,,,,,Core i5-1250PE,,,,,,,,,,,,,,,,,,,,,,,
1819,,,,,,,Core i5-12450HX,,,,,,,,,,,,,,,,,,,,,,,
1820,,,,,,,Core i5-12600HX,,,,,,,,,,,,,,,,,,,,,,,
1821,,,,,,,Core i5-1235UL,,,,,,,,,,,,,,,,,,,,,,,
1822,,,,,,,Core i5-1245UL,,,,,,,,,,,,,,,,,,,,,,,
1823,,,,,,,Core i5-12500HL,,,,,,,,,,,,,,,,,,,,,,,
1824,,,,,,,Core i5-12600HL,,,,,,,,,,,,,,,,,,,,,,,
1825,,,,,,,Core i3-12100,,,,,,,,,,,,,,,,,,,,,,,
1826,,,,,,,Core i3-12100E,,,,,,,,,,,,,,,,,,,,,,,
1827,,,,,,,Core i3-12100F,,,,,,,,,,,,,,,,,,,,,,,
1828,,,,,,,Core i3-12100T,,,,,,,,,,,,,,,,,,,,,,,
1829,,,,,,,Core i3-12100TE,,,,,,,,,,,,,,,,,,,,,,,
1830,,,,,,,Core i3-12300,,,,,,,,,,,,,,,,,,,,,,,
1831,,,,,,,Core i3-12300HE,,,,,,,,,,,,,,,,,,,,,,,
1832,,,,,,,Core i3-12300T,,,,,,,,,,,,,,,,,,,,,,,
1833,,,,,,,Core i3-1210U,,,,,,,,,,,,,,,,,,,,,,,
1834,,,,,,,Core i3-1215U,,,,,,,,,,,,,,,,,,,,,,,
1835,,,,,,,Core i3-1215U (with IPU),,,,,,,,,,,,,,,,,,,,,,,
1836,,,,,,,Core i3-1220P,,,,,,,,,,,,,,,,,,,,,,,
1837,,,,,,,Core i3-1215UE,,,,,,,,,,,,,,,,,,,,,,,
1838,,,,,,,Core i3-1220PE,,,,,,,,,,,,,,,,,,,,,,,
1839,,,,,,,Core i3-1215UL,,,,,,,,,,,,,,,,,,,,,,,
1840,,,,,,,Core i3-12300HL,,,,,,,,,,,,,,,,,,,,,,,
1841,,,,,,,Core i9-11900,,,,,,,,,,,,,,,,,,,,,,,
1842,,,,,,,Core i9-11900F,,,,,,,,,,,,,,,,,,,,,,,
1843,,,,,,,Core i9-11900K,,,,,,,,,,,,,,,,,,,,,,,
1844,,,,,,,Core i9-11900KF,,,,,,,,,,,,,,,,,,,,,,,
1845,,,,,,,Core i9-11900T,,,,,,,,,,,,,,,,,,,,,,,
1846,,,,,,,Core i9-11900H,,,,,,,,,,,,,,,,,,,,,,,
1847,,,,,,,Core i9-11950H,,,,,,,,,,,,,,,,,,,,,,,
1848,,,,,,,Core i9-11980HK,,,,,,,,,,,,,,,,,,,,,,,
1849,,,,,,,Core i7-1160G7,,,,,,,,,,,,,,,,,,,,,,,
1850,,,,,,,Core i7-1165G7,,,,,,,,,,,,,,,,,,,,,,,
1851,,,,,,,Core i7-1165G7 (with IPU),,,,,,,,,,,,,,,,,,,,,,,
1852,,,,,,,Core i7-1185G7,,,,,,,,,,,,,,,,,,,,,,,
1853,,,,,,,Core i7-1185G7E,,,,,,,,,,,,,,,,,,,,,,,
1854,,,,,,,Core i7-1185GRE,,,,,,,,,,,,,,,,,,,,,,,
1855,,,,,,,Core i7-11370H,,,,,,,,,,,,,,,,,,,,,,,
1856,,,,,,,Core i7-11375H,,,,,,,,,,,,,,,,,,,,,,,
1857,,,,,,,Core i7-1180G7,,,,,,,,,,,,,,,,,,,,,,,
1858,,,,,,,Core i7-11700,,,,,,,,,,,,,,,,,,,,,,,
1859,,,,,,,Core i7-11700F,,,,,,,,,,,,,,,,,,,,,,,
1860,,,,,,,Core i7-11700K,,,,,,,,,,,,,,,,,,,,,,,
1861,,,,,,,Core i7-11700KF,,,,,,,,,,,,,,,,,,,,,,,
1862,,,,,,,Core i7-11700T,,,,,,,,,,,,,,,,,,,,,,,
1863,,,,,,,Core i7-11800H,,,,,,,,,,,,,,,,,,,,,,,
1864,,,,,,,Core i7-11850H,,,,,,,,,,,,,,,,,,,,,,,
1865,,,,,,,Core i7-1195G7,,,,,,,,,,,,,,,,,,,,,,,
1866,,,,,,,Core i7-1195G7 (with IPU),,,,,,,,,,,,,,,,,,,,,,,
1867,,,,,,,Core i7-11390H,,,,,,,,,,,,,,,,,,,,,,,
1868,,,,,,,Core i7-11600H,,,,,,,,,,,,,,,,,,,,,,,
1869,,,,,,,Core i7-11850HE,,,,,,,,,,,,,,,,,,,,,,,
1870,,,,,,,Core i5-1130G7,,,,,,,,,,,,,,,,,,,,,,,
1871,,,,,,,Core i5-1135G7,,,,,,,,,,,,,,,,,,,,,,,
1872,,,,,,,Core i5-1135G7 (with IPU),,,,,,,,,,,,,,,,,,,,,,,
1873,,,,,,,Core i5-1145G7E,,,,,,,,,,,,,,,,,,,,,,,
1874,,,,,,,Core i5-1145GRE,,,,,,,,,,,,,,,,,,,,,,,
1875,,,,,,,Core i5-11300H,,,,,,,,,,,,,,,,,,,,,,,
1876,,,,,,,Core i5-1140G7,,,,,,,,,,,,,,,,,,,,,,,
1877,,,,,,,Core i5-1145G7,,,,,,,,,,,,,,,,,,,,,,,
1878,,,,,,,Core i5-11400,,,,,,,,,,,,,,,,,,,,,,,
1879,,,,,,,Core i5-11400F,,,,,,,,,,,,,,,,,,,,,,,
1880,,,,,,,Core i5-11400T,,,,,,,,,,,,,,,,,,,,,,,
1881,,,,,,,Core i5-11500,,,,,,,,,,,,,,,,,,,,,,,
1882,,,,,,,Core i5-11500T,,,,,,,,,,,,,,,,,,,,,,,
1883,,,,,,,Core i5-11600,,,,,,,,,,,,,,,,,,,,,,,
1884,,,,,,,Core i5-11600K,,,,,,,,,,,,,,,,,,,,,,,
1885,,,,,,,Core i5-11600KF,,,,,,,,,,,,,,,,,,,,,,,
1886,,,,,,,Core i5-11600T,,,,,,,,,,,,,,,,,,,,,,,
1887,,,,,,,Core i5-11260H,,,,,,,,,,,,,,,,,,,,,,,
1888,,,,,,,Core i5-11400H,,,,,,,,,,,,,,,,,,,,,,,
1889,,,,,,,Core i5-11500H,,,,,,,,,,,,,,,,,,,,,,,
1890,,,,,,,Core i5-1155G7,,,,,,,,,,,,,,,,,,,,,,,
1891,,,,,,,Core i5-1155G7,,,,,,,,,,,,,,,,,,,,,,,
1892,,,,,,,Core i5-11320H,,,,,,,,,,,,,,,,,,,,,,,
1893,,,,,,,Core i5-11500HE,,,,,,,,,,,,,,,,,,,,,,,
1894,,,,,,,Core i3-1110G4,,,,,,,,,,,,,,,,,,,,,,,
1895,,,,,,,Core i3-1115G4 (with IPU),,,,,,,,,,,,,,,,,,,,,,,
1896,,,,,,,Core i3-1115G4,,,,,,,,,,,,,,,,,,,,,,,
1897,,,,,,,Core i3-1115G4E,,,,,,,,,,,,,,,,,,,,,,,
1898,,,,,,,Core i3-1115GRE,,,,,,,,,,,,,,,,,,,,,,,
1899,,,,,,,Core i3-1120G4,,,,,,,,,,,,,,,,,,,,,,,
1900,,,,,,,Core i3-1125G4,,,,,,,,,,,,,,,,,,,,,,,
1901,,,,,,,Core i3-1125G4 (with IPU),,,,,,,,,,,,,,,,,,,,,,,
1902,,,,,,,Core i3-11100HE,,,,,,,,,,,,,,,,,,,,,,,
1903,,,,,,,Core i9-10980HK,,,,,,,,,,,,,,,,,,,,,,,
1904,,,,,,,Core i9-10900,,,,,,,,,,,,,,,,,,,,,,,
1905,,,,,,,Core i9-10900E,,,,,,,,,,,,,,,,,,,,,,,
1906,,,,,,,Core i9-10900F,,,,,,,,,,,,,,,,,,,,,,,
1907,,,,,,,Core i9-10900K,,,,,,,,,,,,,,,,,,,,,,,
1908,,,,,,,Core i9-10900KF,,,,,,,,,,,,,,,,,,,,,,,
1909,,,,,,,Core i9-10900T,,,,,,,,,,,,,,,,,,,,,,,
1910,,,,,,,Core i9-10900TE,,,,,,,,,,,,,,,,,,,,,,,
1911,,,,,,,Core i9-10885H,,,,,,,,,,,,,,,,,,,,,,,
1912,,,,,,,Core i9-10850K,,,,,,,,,,,,,,,,,,,,,,,
1913,,,,,,,Core i7-1060G7,,,,,,,,,,,,,,,,,,,,,,,
1914,,,,,,,Core i7-1065G7,,,,,,,,,,,,,,,,,,,,,,,
1915,,,,,,,Core i7-10510U,,,,,,,,,,,,,,,,,,,,,,,
1916,,,,,,,Core i7-10510Y,,,,,,,,,,,,,,,,,,,,,,,
1917,,,,,,,Core i7-10710U,,,,,,,,,,,,,,,,,,,,,,,
1918,,,,,,,Core i7-10750H,,,,,,,,,,,,,,,,,,,,,,,
1919,,,,,,,Core i7-10850H,,,,,,,,,,,,,,,,,,,,,,,
1920,,,,,,,Core i7-10875H,,,,,,,,,,,,,,,,,,,,,,,
1921,,,,,,,Core i7-10700,,,,,,,,,,,,,,,,,,,,,,,
1922,,,,,,,Core i7-10700E,,,,,,,,,,,,,,,,,,,,,,,
1923,,,,,,,Core i7-10700F,,,,,,,,,,,,,,,,,,,,,,,
1924,,,,,,,Core i7-10700K,,,,,,,,,,,,,,,,,,,,,,,
1925,,,,,,,Core i7-10700KF,,,,,,,,,,,,,,,,,,,,,,,
1926,,,,,,,Core i7-10700T,,,,,,,,,,,,,,,,,,,,,,,
1927,,,,,,,Core i7-10700TE,,,,,,,,,,,,,,,,,,,,,,,
1928,,,,,,,Core i7-1068NG7,,,,,,,,,,,,,,,,,,,,,,,
1929,,,,,,,Core i7-10610U,,,,,,,,,,,,,,,,,,,,,,,
1930,,,,,,,Core i7-10810U,,,,,,,,,,,,,,,,,,,,,,,
1931,,,,,,,Core i7-10870H,,,,,,,,,,,,,,,,,,,,,,,
1932,,,,,,,Core i5-1030G4,,,,,,,,,,,,,,,,,,,,,,,
1933,,,,,,,Core i5-1030G7,,,,,,,,,,,,,,,,,,,,,,,
1934,,,,,,,Core i5-1035G1,,,,,,,,,,,,,,,,,,,,,,,
1935,,,,,,,Core i5-1035G4,,,,,,,,,,,,,,,,,,,,,,,
1936,,,,,,,Core i5-1035G7,,,,,,,,,,,,,,,,,,,,,,,
1937,,,,,,,Core i5-10210U,,,,,,,,,,,,,,,,,,,,,,,
1938,,,,,,,Core i5-10210Y,,,,,,,,,,,,,,,,,,,,,,,
1939,,,,,,,Core i5-10310Y,,,,,,,,,,,,,,,,,,,,,,,
1940,,,,,,,Core i5-10300H,,,,,,,,,,,,,,,,,,,,,,,
1941,,,,,,,Core i5-10400H,,,,,,,,,,,,,,,,,,,,,,,
1942,,,,,,,Core i5-10400,,,,,,,,,,,,,,,,,,,,,,,
1943,,,,,,,Core i5-10400F,,,,,,,,,,,,,,,,,,,,,,,
1944,,,,,,,Core i5-10400T,,,,,,,,,,,,,,,,,,,,,,,
1945,,,,,,,Core i5-10500,,,,,,,,,,,,,,,,,,,,,,,
1946,,,,,,,Core i5-10500E,,,,,,,,,,,,,,,,,,,,,,,
1947,,,,,,,Core i5-10500T,,,,,,,,,,,,,,,,,,,,,,,
1948,,,,,,,Core i5-10500TE,,,,,,,,,,,,,,,,,,,,,,,
1949,,,,,,,Core i5-10600,,,,,,,,,,,,,,,,,,,,,,,
1950,,,,,,,Core i5-10600K,,,,,,,,,,,,,,,,,,,,,,,
1951,,,,,,,Core i5-10600KF,,,,,,,,,,,,,,,,,,,,,,,
1952,,,,,,,Core i5-10600T,,,,,,,,,,,,,,,,,,,,,,,
1953,,,,,,,Core i5-1038NG7,,,,,,,,,,,,,,,,,,,,,,,
1954,,,,,,,Core i5-10310U,,,,,,,,,,,,,,,,,,,,,,,
1955,,,,,,,Core i5-10200H,,,,,,,,,,,,,,,,,,,,,,,
1956,,,,,,,Core i5-10500H,,,,,,,,,,,,,,,,,,,,,,,
1957,,,,,,,Core i5-10505,,,,,,,,,,,,,,,,,,,,,,,
1958,,,,,,,Core i3-1000G1,,,,,,,,,,,,,,,,,,,,,,,
1959,,,,,,,Core i3-1000G4,,,,,,,,,,,,,,,,,,,,,,,
1960,,,,,,,Core i3-1005G1,,,,,,,,,,,,,,,,,,,,,,,
1961,,,,,,,Core i3-10110U,,,,,,,,,,,,,,,,,,,,,,,
1962,,,,,,,Core i3-10110Y,,,,,,,,,,,,,,,,,,,,,,,
1963,,,,,,,Core i3-10100,,,,,,,,,,,,,,,,,,,,,,,
1964,,,,,,,Core i3-10100E,,,,,,,,,,,,,,,,,,,,,,,
1965,,,,,,,Core i3-10100T,,,,,,,,,,,,,,,,,,,,,,,
1966,,,,,,,Core i3-10100TE,,,,,,,,,,,,,,,,,,,,,,,
1967,,,,,,,Core i3-10300,,,,,,,,,,,,,,,,,,,,,,,
1968,,,,,,,Core i3-10300T,,,,,,,,,,,,,,,,,,,,,,,
1969,,,,,,,Core i3-10320,,,,,,,,,,,,,,,,,,,,,,,
1970,,,,,,,Core i3-10100F,,,,,,,,,,,,,,,,,,,,,,,
1971,,,,,,,Core i3-10100Y,,,,,,,,,,,,,,,,,,,,,,,
1972,,,,,,,Core i3-10105,,,,,,,,,,,,,,,,,,,,,,,
1973,,,,,,,Core i3-10105F,,,,,,,,,,,,,,,,,,,,,,,
1974,,,,,,,Core i3-10105T,,,,,,,,,,,,,,,,,,,,,,,
1975,,,,,,,Core i3-10305,,,,,,,,,,,,,,,,,,,,,,,
1976,,,,,,,Core i3-10305T,,,,,,,,,,,,,,,,,,,,,,,
1977,,,,,,,Core i3-10325,,,,,,,,,,,,,,,,,,,,,,,
1978,,,,,,,Core i9-9900K,,,,,,,,,,,,,,,,,,,,,,,
1979,,,,,,,Core i9-9900KF,,,,,,,,,,,,,,,,,,,,,,,
1980,,,,,,,Core i9-9880H,,,,,,,,,,,,,,,,,,,,,,,
1981,,,,,,,Core i9-9900,,,,,,,,,,,,,,,,,,,,,,,
1982,,,,,,,Core i9-9900T,,,,,,,,,,,,,,,,,,,,,,,
1983,,,,,,,Core i9-9980HK,,,,,,,,,,,,,,,,,,,,,,,
1984,,,,,,,Core i9-9900KS,,,,,,,,,,,,,,,,,,,,,,,
1985,,,,,,,Core i7-9700K,,,,,,,,,,,,,,,,,,,,,,,
1986,,,,,,,Core i7-9700KF,,,,,,,,,,,,,,,,,,,,,,,
1987,,,,,,,Core i7-9700,,,,,,,,,,,,,,,,,,,,,,,
1988,,,,,,,Core i7-9700F,,,,,,,,,,,,,,,,,,,,,,,
1989,,,,,,,Core i7-9700T,,,,,,,,,,,,,,,,,,,,,,,
1990,,,,,,,Core i7-9750H,,,,,,,,,,,,,,,,,,,,,,,
1991,,,,,,,Core i7-9750HF,,,,,,,,,,,,,,,,,,,,,,,
1992,,,,,,,Core i7-9850H,,,,,,,,,,,,,,,,,,,,,,,
1993,,,,,,,Core i7-9700E,,,,,,,,,,,,,,,,,,,,,,,
1994,,,,,,,Core i7-9700TE,,,,,,,,,,,,,,,,,,,,,,,
1995,,,,,,,Core i7-9850HE,,,,,,,,,,,,,,,,,,,,,,,
1996,,,,,,,Core i7-9850HL,,,,,,,,,,,,,,,,,,,,,,,
1997,,,,,,,Core i5-9600K,,,,,,,,,,,,,,,,,,,,,,,
1998,,,,,,,Core i5-9400,,,,,,,,,,,,,,,,,,,,,,,
1999,,,,,,,Core i5-9400F,,,,,,,,,,,,,,,,,,,,,,,
2000,,,,,,,Core i5-9600KF,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,Core i5-9300HF,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,Core i5-9300H,,,,,,,,,,,,,,,,,,,,,,,
2003,,,,,,,Core i5-9400H,,,,,,,,,,,,,,,,,,,,,,,
2004,,,,,,,Core i5-9400T,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,,,,Core i5-9500,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,Core i5-9500F,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,Core i5-9500T,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,Core i5-9600,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,Core i5-9600T,,,,,,,,,,,,,,,,,,,,,,,
2010,,,,,,,Core i5-9500E,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,Core i5-9500TE,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,Core i3-9350KF,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,Core i3-9100,,,,,,,,,,,,,,,,,,,,,,,
2014,,,,,,,Core i3-9100F,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,Core i3-9100T,,,,,,,,,,,,,,,,,,,,,,,
2016,,,,,,,Core i3-9300,,,,,,,,,,,,,,,,,,,,,,,
2017,,,,,,,Core i3-9300T,,,,,,,,,,,,,,,,,,,,,,,
2018,,,,,,,Core i3-9320,,,,,,,,,,,,,,,,,,,,,,,
2019,,,,,,,Core i3-9350K,,,,,,,,,,,,,,,,,,,,,,,
2020,,,,,,,Core i3-9100E,,,,,,,,,,,,,,,,,,,,,,,
2021,,,,,,,Core i3-9100HL,,,,,,,,,,,,,,,,,,,,,,,
2022,,,,,,,Core i3-9100TE,,,,,,,,,,,,,,,,,,,,,,,
2023,,,,,,,Core i9-8950HK,,,,,,,,,,,,,,,,,,,,,,,
2024,,,,,,,Core i7-8550U,,,,,,,,,,,,,,,,,,,,,,,
2025,,,,,,,Core i7-8650U,,,,,,,,,,,,,,,,,,,,,,,
2026,,,,,,,Core i7-8700,,,,,,,,,,,,,,,,,,,,,,,
2027,,,,,,,Core i7-8700K,,,,,,,,,,,,,,,,,,,,,,,
2028,,,,,,,Core i7-8705G with Radeon RX Vega M GL Graphics,,,,,,,,,,,,,,,,,,,,,,,
2029,,,,,,,Core i7-8706G with Radeon RX Vega M GL Graphics,,,,,,,,,,,,,,,,,,,,,,,
2030,,,,,,,Core i7-8709G with Radeon RX Vega M GH Graphics,,,,,,,,,,,,,,,,,,,,,,,
2031,,,,,,,Core i7-8809G with Radeon RX Vega M GH Graphics,,,,,,,,,,,,,,,,,,,,,,,
2032,,,,,,,Core i7-8559U,,,,,,,,,,,,,,,,,,,,,,,
2033,,,,,,,Core i7-8700 Includes Intel Optane Memory,,,,,,,,,,,,,,,,,,,,,,,
2034,,,,,,,Core i7-8700B,,,,,,,,,,,,,,,,,,,,,,,
2035,,,,,,,Core i7-8700T,,,,,,,,,,,,,,,,,,,,,,,
2036,,,,,,,Core i7-8750H,,,,,,,,,,,,,,,,,,,,,,,
2037,,,,,,,Core i7-8850H,,,,,,,,,,,,,,,,,,,,,,,
2038,,,,,,,Core i7-8086K,,,,,,,,,,,,,,,,,,,,,,,
2039,,,,,,,Core i7-8706G with Radeon Pro WX Vega M GL Graphics,,,,,,,,,,,,,,,,,,,,,,,
2040,,,,,,,Core i7-8500Y,,,,,,,,,,,,,,,,,,,,,,,
2041,,,,,,,Core i7-8565U,,,,,,,,,,,,,,,,,,,,,,,
2042,,,,,,,Core i7-8665U,,,,,,,,,,,,,,,,,,,,,,,
2043,,,,,,,Core i7-8569U,,,,,,,,,,,,,,,,,,,,,,,
2044,,,,,,,Core i7-8665UE,,,,,,,,,,,,,,,,,,,,,,,
2045,,,,,,,Core i7-8557U,,,,,,,,,,,,,,,,,,,,,,,
2046,,,,,,,Core i5-8250U,,,,,,,,,,,,,,,,,,,,,,,
2047,,,,,,,Core i5-8350U,,,,,,,,,,,,,,,,,,,,,,,
2048,,,,,,,Core i5-8400,,,,,,,,,,,,,,,,,,,,,,,
2049,,,,,,,Core i5-8600K,,,,,,,,,,,,,,,,,,,,,,,
2050,,,,,,,Core i5-8305G with Radeon RX Vega M GL Graphics,,,,,,,,,,,,,,,,,,,,,,,
2051,,,,,,,Core i5-8259U,,,,,,,,,,,,,,,,,,,,,,,
2052,,,,,,,Core i5-8269U,,,,,,,,,,,,,,,,,,,,,,,
2053,,,,,,,Core i5-8300H,,,,,,,,,,,,,,,,,,,,,,,
2054,,,,,,,Core i5-8400 Includes Intel Optane Memory,,,,,,,,,,,,,,,,,,,,,,,
2055,,,,,,,Core i5-8400B,,,,,,,,,,,,,,,,,,,,,,,
2056,,,,,,,Core i5-8400H,,,,,,,,,,,,,,,,,,,,,,,
2057,,,,,,,Core i5-8400T,,,,,,,,,,,,,,,,,,,,,,,
2058,,,,,,,Core i5-8500,,,,,,,,,,,,,,,,,,,,,,,
2059,,,,,,,Core i5-8500 Includes Intel Optane Memory,,,,,,,,,,,,,,,,,,,,,,,
2060,,,,,,,Core i5-8500B,,,,,,,,,,,,,,,,,,,,,,,
2061,,,,,,,Core i5-8500T,,,,,,,,,,,,,,,,,,,,,,,
2062,,,,,,,Core i5-8600,,,,,,,,,,,,,,,,,,,,,,,
2063,,,,,,,Core i5-8600T,,,,,,,,,,,,,,,,,,,,,,,
2064,,,,,,,Core i5-8305G with Radeon Pro WX Vega M GL Graphics,,,,,,,,,,,,,,,,,,,,,,,
2065,,,,,,,Core i5-8200Y,,,,,,,,,,,,,,,,,,,,,,,
2066,,,,,,,Core i5-8265U,,,,,,,,,,,,,,,,,,,,,,,
2067,,,,,,,Core i5-8210Y,,,,,,,,,,,,,,,,,,,,,,,
2068,,,,,,,Core i5-8310Y,,,,,,,,,,,,,,,,,,,,,,,
2069,,,,,,,Core i5-8365U,,,,,,,,,,,,,,,,,,,,,,,
2070,,,,,,,Core i5-8279U,,,,,,,,,,,,,,,,,,,,,,,
2071,,,,,,,Core i5-8365UE,,,,,,,,,,,,,,,,,,,,,,,
2072,,,,,,,Core i5-8257U,,,,,,,,,,,,,,,,,,,,,,,
2073,,,,,,,Core i5-8260U,,,,,,,,,,,,,,,,,,,,,,,
2074,,,,,,,Core i3-8100,,,,,,,,,,,,,,,,,,,,,,,
2075,,,,,,,Core i3-8350,,,,,,,,,,,,,,,,,,,,,,,
2076,,,,,,,Core i3-8130U,,,,,,,,,,,,,,,,,,,,,,,
2077,,,,,,,Core i3-8100T,,,,,,,,,,,,,,,,,,,,,,,
2078,,,,,,,Core i3-8109U,,,,,,,,,,,,,,,,,,,,,,,
2079,,,,,,,Core i3-8300,,,,,,,,,,,,,,,,,,,,,,,
2080,,,,,,,Core i3-8300T,,,,,,,,,,,,,,,,,,,,,,,
2081,,,,,,,Core i3-8100H,,,,,,,,,,,,,,,,,,,,,,,
2082,,,,,,,Core i3-8145U,,,,,,,,,,,,,,,,,,,,,,,
2083,,,,,,,Core i3-8100B,,,,,,,,,,,,,,,,,,,,,,,
2084,,,,,,,Core i3-8145UE,,,,,,,,,,,,,,,,,,,,,,,
2085,,,,,,,Core i3-8140U,,,,,,,,,,,,,,,,,,,,,,,
2086,,,,,,,Core m3-8100Y,,,,,,,,,,,,,,,,,,,,,,,
2087,,,,,,,Core i7-7500U,,,,,,,,,,,,,,,,,,,,,,,
2088,,,,,,,Core i7-7Y75,,,,,,,,,,,,,,,,,,,,,,,
2089,,,,,,,Core i7-7560U,,,,,,,,,,,,,,,,,,,,,,,
2090,,,,,,,Core i7-7567U,,,,,,,,,,,,,,,,,,,,,,,
2091,,,,,,,Core i7-7600U,,,,,,,,,,,,,,,,,,,,,,,
2092,,,,,,,Core i7-7660U,,,,,,,,,,,,,,,,,,,,,,,
2093,,,,,,,Core i7-7700,,,,,,,,,,,,,,,,,,,,,,,
2094,,,,,,,Core i7-7700HQ,,,,,,,,,,,,,,,,,,,,,,,
2095,,,,,,,Core i7-7700K,,,,,,,,,,,,,,,,,,,,,,,
2096,,,,,,,Core i7-7700T,,,,,,,,,,,,,,,,,,,,,,,
2097,,,,,,,Core i7-7820EQ,,,,,,,,,,,,,,,,,,,,,,,
2098,,,,,,,Core i7-7820HK,,,,,,,,,,,,,,,,,,,,,,,
2099,,,,,,,Core i7-7820HQ,,,,,,,,,,,,,,,,,,,,,,,
2100,,,,,,,Core i7-7920HQ,,,,,,,,,,,,,,,,,,,,,,,
2101,,,,,,,Core i5-7200U,,,,,,,,,,,,,,,,,,,,,,,
2102,,,,,,,Core i5-7Y54,,,,,,,,,,,,,,,,,,,,,,,
2103,,,,,,,Core i5-7260U,,,,,,,,,,,,,,,,,,,,,,,
2104,,,,,,,Core i5-7267U,,,,,,,,,,,,,,,,,,,,,,,
2105,,,,,,,Core i5-7287U,,,,,,,,,,,,,,,,,,,,,,,
2106,,,,,,,Core i5-7300HQ,,,,,,,,,,,,,,,,,,,,,,,
2107,,,,,,,Core i5-7300U,,,,,,,,,,,,,,,,,,,,,,,
2108,,,,,,,Core i5-7360U,,,,,,,,,,,,,,,,,,,,,,,
2109,,,,,,,Core i5-7400,,,,,,,,,,,,,,,,,,,,,,,
2110,,,,,,,Core i5-7400T,,,,,,,,,,,,,,,,,,,,,,,
2111,,,,,,,Core i5-7440EQ,,,,,,,,,,,,,,,,,,,,,,,
2112,,,,,,,Core i5-7440HQ,,,,,,,,,,,,,,,,,,,,,,,
2113,,,,,,,Core i5-7442EQ,,,,,,,,,,,,,,,,,,,,,,,
2114,,,,,,,Core i5-7500,,,,,,,,,,,,,,,,,,,,,,,
2115,,,,,,,Core i5-7500T,,,,,,,,,,,,,,,,,,,,,,,
2116,,,,,,,Core i5-7600,,,,,,,,,,,,,,,,,,,,,,,
2117,,,,,,,Core i5-7600K,,,,,,,,,,,,,,,,,,,,,,,
2118,,,,,,,Core i5-7600T,,,,,,,,,,,,,,,,,,,,,,,
2119,,,,,,,Core i5-7Y57,,,,,,,,,,,,,,,,,,,,,,,
2120,,,,,,,Core i3-7100U,,,,,,,,,,,,,,,,,,,,,,,
2121,,,,,,,Core i3-7100,,,,,,,,,,,,,,,,,,,,,,,
2122,,,,,,,Core i3-7100E,,,,,,,,,,,,,,,,,,,,,,,
